//2025/04/22 アップデート
//ID,Name,Jname,Composition_Type
4071,card,オークゾンビカード,0
4072,card,ゴーレムカード,1
4073,card,パイレーツスケルカード,0
4074,card,ビッグフットカード,0
4075,card,アルゴスカード,0
4076,card,白蓮玉カード,1
4077,card,フェンカード,0
4078,card,サベージカード,0
4079,card,マンティスカード,0
4080,card,フローラカード,1
4081,card,ホードカード,0
4082,card,デザートウルフカード,1
4083,card,ラフレシアカード,0
4084,card,マリンスフィアーカード,0
4085,card,オークスケルトンカード,1
4086,card,ソルジャースケルトンカード,1
4087,card,ガイアスカード,0
4088,card,フリルドラカード,0
4089,card,ソードフィッシュカード,0
4090,card,ムナックカード,0
4091,card,コボルドカード,0
4092,card,スケルワーカーカード,1
4093,card,オボンヌカード,0
4094,card,アーチャースケルトンカード,1
4095,card,マルスカード,0
4096,card,ゼノークカード,1
4097,card,マーターカード,0
4098,card,ドケビカード,0
4099,card,パサナカード,0
4100,card,ソヒーカード,0
4101,card,サンドマンカード,0
4102,card,ウィスパーカード,0
4103,card,ホロンカード,0
4104,card,レクイエムカード,1
4105,card,マルクカード,0
4106,card,マミーカード,1
4107,card,ベリットカード,0
4108,card,ミストカード,0
4109,card,ジャックカード,0
4110,card,グールカード,0
4111,card,ストラウフカード,1
4112,card,マルドゥークカード,0
4113,card,マリオネットカード,0
4114,card,アルギオペカード,0
4115,card,ハンターフライカード,1
4116,card,イシスカード,0
4117,card,サイドワインダーカード,1
4118,card,グラウンドプティットカード,1
4119,card,バースリーカード,0
4120,card,スカイプティットカード,0
4121,card,フリオニカード,1
4122,card,デビルチカード,0
4123,card,エドガカード,0
4124,card,メデューサカード,0
4125,card,デビアスカード,1
4126,card,ミノタウロスカード,1
4127,card,ナイトメアカード,0
4128,card,黄金蟲カード,0
4129,card,バフォメットジュニアカード,0
4130,card,スコーピオンキングカード,1
4131,card,月夜花カード,0
4132,card,ミストレスカード,0
4133,card,レイドリックカード,0
4134,card,ドラキュラカード,1
4135,card,オークロードカード,0
4136,card,カーリッツバーグカード,0
4137,card,ドレイクカード,1
4138,card,アヌビスカード,0
4139,card,ジョーカーカード,0
4140,card,深淵の騎士カード,1
4141,card,イビルドルイドカード,0
4142,card,ドッペルゲンガーカード,1
4143,card,オークヒーローカード,0
4144,card,オシリスカード,0
4145,card,ヴェルゼブブカード,0
4146,card,マヤーカード,0
4147,card,バフォメットカード,1
4148,card,ファラオカード,0
4149,card,ガーゴイルカード,0
4150,card,ゴートカード,0
4151,card,ガジョマートカード,0
4152,card,ガラパゴカード,0
4153,card,カニカード,1
4154,card,団子童子カード,0
4155,card,ゴブリンリーダーカード,1
4156,card,ゴブリンライダーカード,1
4157,card,ゴブリンアーチャーカード,1
4158,card,スカイデリーターカード,0
4159,card,九尾狐カード,0
4160,card,銃奇兵カード,0
4161,card,グランペコカード,0
4162,card,グリズリーカード,0
4163,card,グリフォンカード,1
4164,card,グリンブルスティカード,0
4165,card,ギグカード,1
4166,card,ナイトメアテラーカード,0
4167,card,ネレイドカード,1
4168,card,ダークロードカード,0
4169,card,ダークイリュージョンカード,0
4170,card,ダークフレームカード,0
4171,card,ダークプリーストカード,1
4172,card,一反木綿カード,1
4173,card,デーモンパンクカード,0
4174,card,デビルリングカード,0
4175,card,大口蛙カード,0
4176,card,デュラハンカード,1
4177,card,ドリアードカード,0
4178,card,ドラゴンテイルカード,0
4179,card,ドラゴンフライカード,0
4180,card,ドリラーカード,1
4181,card,ディスガイズカード,0
4182,card,ディアボリックカード,1
4183,card,さすらい狼カード,0
4184,card,ラーヴァゴーレムカード,1
4185,card,ライドワードカード,0
4186,card,レグルロカード,0
4187,card,レイドリックアーチャーカード,0
4188,card,レイブオルマイカード,0
4189,card,デッドリーレイスカード,0
4190,card,レイスカード,0
4191,card,ロリルリカード,0
4192,card,ロータージャイロカード,1
4193,card,ルードカード,0
4194,card,リビオカード,0
4195,card,リーフキャットカード,0
4196,card,マーリンカード,0
4197,card,マスターリングカード,0
4198,card,マヤパープルカード,0
4199,card,半漁人カード,0
4200,card,メガリスカード,0
4201,card,ごっついミノタウロスカード,0
4202,card,ミョグェカード,1
4203,card,ミュータントドラゴンカード,1
4204,card,ミニデモカード,0
4205,card,ミミックカード,0
4206,card,ミストケースカード,0
4207,card,ミステルテインカード,0
4208,card,雅人形カード,0
4209,card,ヴァイオリーカード,0
4210,card,彷徨う者カード,0
4211,card,ボーカルカード,0
4212,card,ボンゴンカード,0
4213,card,ブリライトカード,0
4214,card,ブラッディマーダーカード,1
4215,card,ブレイザーカード,0
4216,card,サスカッチカード,0
4217,card,人面桃樹カード,0
4218,card,サキュバスカード,0
4219,card,セージワームカード,0
4220,card,ソリッドタートルカード,0
4221,card,ジェネラルスケルトンカード,0
4222,card,スケルプリズナーカード,0
4223,card,スタラクタイトゴーレムカード,0
4224,card,ステムワームカード,0
4225,card,フレイムシューターカード,1
4226,card,スティングカード,0
4227,card,スプリングラビットカード,0
4228,card,スリーパーカード,0
4229,card,時計塔管理者カード,0
4230,card,カブキ忍者カード,0
4231,card,土精カード,0
4232,card,老人参カード,0
4233,card,コウカード,0
4234,card,アノリアンカード,0
4235,card,クリスマスクッキーカード,0
4236,card,アモンラーカード,0
4237,card,オウルデュークカード,0
4238,card,オウルバロンカード,0
4239,card,アイアンフィストカード,0
4240,card,アクラウスカード,0
4241,card,アークエンジェリングカード,0
4242,card,アポカリプスカード,0
4243,card,アンソニカード,0
4244,card,アラームカード,0
4245,card,アムムトカード,0
4246,card,アサルトタートルカード,1
4247,card,ヒトデカード,1
4248,card,エンシェントマミーカード,0
4249,card,エンシェントワームカード,0
4250,card,エクスキューショナーカード,0
4251,card,エルダーカード,1
4252,card,アリゲーターカード,0
4253,card,アリスカード,0
4254,card,オーガトゥースカード,0
4255,card,オークレディカード,1
4256,card,オークアーチャーカード,0
4257,card,ワイルドローズカード,0
4258,card,天仙娘々カード,0
4259,card,ウドゥンゴーレムカード,0
4260,card,ウータンシューターカード,0
4261,card,ウータンファイターカード,0
4262,card,天邪仙人カード,0
4263,card,怨霊武士カード,1
4264,card,ウィンドゴーストカード,0
4265,card,虎人カード,0
4266,card,エクリプスカード,0
4267,card,エクスプロージョンカード,0
4268,card,インジャスティスカード,1
4269,card,インキュバスカード,0
4270,card,ジャイアントスパイダーカード,0
4271,card,ジャイアントホーネットカード,0
4272,card,小龍舞カード,0
4273,card,お化け貝カード,1
4274,card,ゾンビマスターカード,1
4275,card,ゾンビプリズナーカード,0
4276,card,ロードオブデスカード,1
4277,card,ジルタスカード,0
4278,card,ジビットカード,0
4279,card,グラウンドデリーターカード,0
4280,card,ジオグラファーカード,0
4281,card,チャッキーカード,1
4282,card,酒天狗カード,0
4283,card,天下大将軍カード,0
4284,card,チェペットカード,1
4285,card,チョコカード,0
4286,card,カラ傘カード,0
4287,card,河童カード,0
4288,card,ジェスターカード,0
4289,card,キャタピラーカード,1
4290,card,キャットナインテイルカード,0
4291,card,コボルドリーダーカード,1
4292,card,コボルドアーチャーカード,1
4293,card,クッキーカード,0
4294,card,キューブカード,0
4295,card,クラベンカード,0
4296,card,クランプカード,0
4297,card,クルーザーカード,1
4298,card,クリーミーフィアーカード,0
4299,card,クロックカード,0
4300,card,キメラカード,0
4301,card,キラーマンティスカード,0
4302,card,タオグンカカード,0
4303,card,巨大ウィスパーカード,0
4304,card,タムランカード,0
4305,card,タートルジェネラルカード,1
4306,card,トードカード,0
4307,card,ビートルカード,1
4308,card,三葉蟲カード,1
4309,card,フェアリーフカード,0
4310,card,パンツァーゴブリンカード,1
4311,card,パーメットタートルカード,0
4312,card,オットーカード,1
4313,card,パンクカード,0
4314,card,ペノメナカード,0
4315,card,ペストカード,0
4316,card,フェイクエンジェルカード,1
4317,card,チンピラカード,1
4318,card,ストームナイトカード,1
4319,card,フリーズタートルカード,0
4320,card,ブラッディナイトカード,1
4321,card,ハイローゾイストカード,0
4322,card,ハイオークカード,0
4323,card,ハティーベベカード,1
4324,card,ハティーカード,0
4325,card,ハーピーカード,0
4326,card,シーオッターカード,0
4327,card,パピヨンカード,0
4328,card,ヒェグンカード,0
4329,card,フェンダークカード,1
4330,card,黒蛇王カード,0
4331,card,ヒートタートルカード,0
4332,card,ジャンクポットカード,0
4333,card,ベノマスカード,0
4334,card,ノクシャスカード,0
4335,card,ピットマンカード,1
4336,card,ウンゴリアントカード,0
4337,card,ポルセリオカード,0
4338,card,オブシディアンカード,0
4339,card,ミネラルカード,0
4340,card,ベアドールカード,0
4341,card,メタリンカード,1
4342,card,RSX-0806カード,0
4343,card,モルデンカード,0
4344,card,ウィレスカード,0
4345,card,ヒルウィンドカード,1
4346,card,イグニゼム=セニアカード,0
4347,card,アルマイア=デュンゼカード,0
4348,card,ヒュッケバイン=トリスカード,0
4349,card,イレンド=エベシカード,0
4350,card,ラウレル=ヴィンダーカード,1
4351,card,カヴァク=イカルスカード,0
4352,card,イグニゼム=セニア（MVP）カード,0
4353,card,リムーバカード,0
4354,card,ジェミニ-S58カード,0
4355,card,グレムリンカード,0
4356,card,ビホルダーカード,0
4357,card,セイレン=ウィンザー（MVP）カード,0
4358,card,セイレン=ウィンザーカード,0
4359,card,エレメス=ガイル（MVP）カード,0
4360,card,エレメス=ガイルカード,1
4361,card,ハワード=アルトアイゼン（MVP）カード,1
4362,card,ハワード=アルトアイゼンカード,1
4363,card,マーガレッタ=ソリン（MVP）カード,0
4364,card,マーガレッタ=ソリンカード,0
4365,card,カトリーヌ=ケイロン（MVP）カード,0
4366,card,カトリーヌ=ケイロンカード,0
4367,card,セシル=ディモン（MVP）カード,1
4368,card,セシル=ディモンカード,1
4369,card,ヴェナートカード,0
4370,card,ディミックカード,0
4371,card,アークダムカード,0
4372,card,ペクソジンカード,0
4373,card,チュンイーカード,0
4374,card,ヴェスパーカード,0
4375,card,オークベイビーカード,0
4376,card,レディータニーカード,0
4377,card,グリーンイグアナカード,0
4378,card,ゴールドオシドスカード,0
4379,card,ブルーオシドスカード,0
4380,card,レッドペロスカード,1
4381,card,グリーンペロスカード,0
4382,card,イエローノーバスカード,0
4383,card,レッドノーバスカード,0
4384,card,ハイドラランサーカード,0
4385,card,ドラゴンの卵カード,0
4386,card,データルザウルスカード,0
4387,card,エンシェントミミックカード,0
4388,card,デスワードカード,1
4389,card,プラズマカード,0
4390,card,ブリーズカード,1
4391,card,執行する者カード,0
4392,card,監視する者カード,0
4393,card,保護する者カード,0
4394,card,慰める者カード,1
4395,card,タナトスの悲しみカード,1
4396,card,タナトスの憎悪カード,0
4397,card,タナトスの絶望カード,0
4398,card,タナトスの苦悩カード,1
4399,card,魔剣士タナトスの思念体カード,1
4400,card,エリザカード,0
4401,card,エリセルカード,0
4402,card,エリオットカード,0
4403,card,キエル-D-01カード,0
4404,card,スコグルカード,0
4405,card,プルスカード,0
4406,card,スケゴルトカード,1
4407,card,ランドグリスカード,1
4408,card,グルームアンダーナイトカード,0
4409,card,アガヴカード,0
4410,card,エキオカード,0
4411,card,ヴァンベルクカード,0
4412,card,アイシラカード,0
4413,card,ホドレムリンカード,0
4414,card,シーカーカード,0
4415,card,スノウアーカード,0
4416,card,シロマカード,0
4417,card,アイスタイタンカード,0
4418,card,ゲイズティカード,0
4419,card,クトルラナックスカード,0
4420,card,マスキプラーカード,0
4421,card,ドロセラカード,1
4422,card,ロウィーンカード,0
4423,card,ガリオンカード,0
4424,card,スタポカード,0
4425,card,アトロスカード,1
4426,card,ビョルグカード,0
4427,card,ソードガーディアンカード,1
4428,card,ボウガーディアンカード,1
4429,card,サラマンダーカード,0
4430,card,イフリートカード,0
4431,card,カーサカード,0
4432,card,マグマリンカード,0
4433,card,インプカード,0
4434,card,ノッカーカード,0
4435,card,ゾンビスローターカード,0
4436,card,ラギッドゾンビカード,0
4437,card,ヘルプードルカード,0
4438,card,バンシーカード,0
4439,card,フレームスカルカード,0
4440,card,ネクロマンサーカード,1
4441,card,堕ちた大神官ヒバムカード,0
4442,card,タタチョカード,0
4443,card,アクアエレメンタルカード,0
4444,card,ドラコカード,0
4445,card,ルシオラヴェスパカード,0
4447,card,センチピードカード,0
4448,card,コルヌスカード,0
4449,card,ダークシャドーカード,0
4450,card,バンシーマスターカード,0
4451,card,エントヴァイエンカード,0
4452,card,センチピード幼虫カード,1
4453,card,ヒルスリオンカード,1
4456,card,ニーズヘッグの影カード,0
4457,card,ナハトズィーガーカード,0
4458,card,ドゥネイールカード,0
4459,card,ラタトスクカード,0
4460,card,リンコカード,0
4461,card,フィラカード,0
4462,card,ハードロックマンモスカード,0
4463,card,テンドリルリオンカード,1
4464,card,アウノエカード,1
4465,card,ファナトカード,1
4466,card,ビホルダーマスターカード,1
4467,card,ヘビィメタリンカード,0
4468,card,ダークピンギキュラカード,0
4469,card,ナーガカード,1
4470,card,ネペンテスカード,1
4471,card,ドラコの卵カード,1
4472,card,ブラディウムゴーレムカード,1
4473,card,エンシェントツリーカード,1
4474,card,ザクダムカード,1
4475,card,コバルトミネラルカード,1
4476,card,ピンギキュラカード,1
4477,card,ヘルアポカリプスカード,1
4481,card,封印されたクトルラナックスカード,0
4488,card,封印されたダークロードカード,0
4505,card,スカラバカード,0
4506,card,ドロメデスカード,0
4507,card,女王スカラバカード,1
4508,card,甲帝スカラバカード,0
4509,card,女帝スカラバカード,0
4510,card,ミミンカード,1
4511,card,リトルファートゥムカード,1
4512,card,パルスカード,0
4513,card,アングラマンティスカード,0
4514,card,ポムスパイダーカード,1
4515,card,アーノルディカード,0
4516,card,デワタドラゴンカード,0
4517,card,極楽鳥カード,0
4518,card,バナスパティカード,1
4519,card,ブトイジョカード,1
4520,card,レヤックカード,0
4521,card,セドラカード,1
4522,card,スロフォカード,1
4523,card,ドフレカード,0
4524,card,キングドラモカード,0
4525,card,クラーケンカード,0
4526,card,異形のシーラカンスカード,0
4527,card,暗黒のシーラカンスカード,0
4528,card,変異のシーラカンスカード,0
4529,card,暴虐のシーラカンスカード,0
4530,card,シオラバカード,0
4531,card,レッドエルマカード,1
4532,card,ワイルドライダーカード,0
4533,card,子分タコカード,1
4534,card,頭領タコカード,0
4556,card,フェンリルカード,0
4557,card,微力のフェンリルカード,0
4560,card,アルフォシオ=バジル（MVP）カード,0
4561,card,セリア=アルデ（MVP）カード,0
4562,card,チェン=リウ（MVP）カード,0
4563,card,エミュール=プラメール（MVP）カード,0
4564,card,ガーティー=ウー（MVP）カード,0
4565,card,ランデル=ロレンス（MVP）カード,0
4566,card,トレンティーニ（MVP）カード,0
4567,card,アルフォシオ=バジルカード,0
4568,card,セリア=アルデカード,0
4569,card,チェン=リウカード,0
4570,card,エミュール=プラメールカード,0
4571,card,ガーティー=ウーカード,0
4572,card,ランデル=ロレンスカード,0
4573,card,トレンティーニカード,0
4578,card,狂信者ヒュリエルカード,1
4580,card,亡者の守護者カデスカード,0
4582,card,ブギスギスカード,0
4583,card,エンカントカード,0
4584,card,マナナンガルカード,1
4585,card,マンククーラムカード,0
4586,card,ティクバランカード,0
4587,card,チャナックカード,0
4588,card,ワクワクカード,0
4589,card,ジェジェリンカード,0
4590,card,ビョンウンゴカード,0
4591,card,バコナワカード,0
4592,card,ブワヤカード,0
4593,card,メンブリッツカード,0
4594,card,ペタルカード,0
4595,card,チェネレカード,0
4596,card,毀損された古書カード,0
4597,card,ヴァッサー・リヒテルンカード,0
4598,card,ゲルブ・リヒテルンカード,0
4599,card,フンケ・リヒテルンカード,0
4600,card,フェルス・リヒテルンカード,0
4601,card,アムダライスカード,0
4603,card,誘いの魔眼カード,1
4605,card,苦痛のロイヤルナイトカード,0
4606,card,呪われたロイヤルナイトカード,0
4607,card,リヒトヘルシャーカード,1
4623,card,11thアニバーサリーカード,0
4625,card,タイムホルダーカード,1
4626,card,ビッグベンカード,1
4627,card,ビッグベルカード,1
4628,card,ネオパンクカード,0
4629,card,アークエルダーカード,0
4630,card,タイムキーパーカード,0
4631,card,オウルヴァイカウントカード,0
4632,card,オウルマーキスカード,0
4642,card,無限のトードカード,0
4643,card,無限のさすらい狼カード,0
4644,card,無限のボーカルカード,0
4645,card,無限のエクリプスカード,0
4646,card,無限のキメラカード,0
4647,card,無限のオシリスカード,0
4648,card,無限のエドガカード,0
4649,card,無限のフリオニカード,0
4650,card,無限のオークヒーローカード,0
4651,card,無限のタオグンカカード,0
4652,card,アメンホテプカード,0
4653,card,グレイヴアクラウスカード,0
4654,card,グレイヴミミックカード,1
4655,card,グレイヴミノタウロスカード,1
4656,card,グレイヴマミーカード,0
4657,card,グレイヴクラウンマミーカード,0
4658,card,グレイヴベリットカード,0
4700,ench,Str + 1,2
4701,ench,Str + 2,2
4702,ench,Str + 3,2
4703,ench,Str + 4,2
4704,ench,Str + 5,2
4705,ench,Str + 6,2
4706,ench,Str + 7,2
4707,ench,Str + 8,2
4708,ench,Str + 9,2
4709,ench,Str + 10,2
4710,ench,Int + 1,2
4711,ench,Int + 2,2
4712,ench,Int + 3,2
4713,ench,Int + 4,2
4714,ench,Int + 5,2
4715,ench,Int + 6,2
4716,ench,Int + 7,2
4717,ench,Int + 8,2
4718,ench,Int + 9,2
4719,ench,Int + 10,2
4720,ench,Dex + 1,2
4721,ench,Dex + 2,2
4722,ench,Dex + 3,2
4723,ench,Dex + 4,2
4724,ench,Dex + 5,2
4725,ench,Dex + 6,2
4726,ench,Dex + 7,2
4727,ench,Dex + 8,2
4728,ench,Dex + 9,2
4729,ench,Dex + 10,2
4730,ench,Agi + 1,2
4731,ench,Agi + 2,2
4732,ench,Agi + 3,2
4733,ench,Agi + 4,2
4734,ench,Agi + 5,2
4735,ench,Agi + 6,2
4736,ench,Agi + 7,2
4737,ench,Agi + 8,2
4738,ench,Agi + 9,2
4739,ench,Agi + 10,2
4740,ench,Vit + 1,2
4741,ench,Vit + 2,2
4742,ench,Vit + 3,2
4743,ench,Vit + 4,2
4744,ench,Vit + 5,2
4745,ench,Vit + 6,2
4746,ench,Vit + 7,2
4747,ench,Vit + 8,2
4748,ench,Vit + 9,2
4749,ench,Vit + 10,2
4750,ench,Luk + 1,2
4751,ench,Luk + 2,2
4752,ench,Luk + 3,2
4753,ench,Luk + 4,2
4754,ench,Luk + 5,2
4755,ench,Luk + 6,2
4756,ench,Luk + 7,2
4757,ench,Luk + 8,2
4758,ench,Luk + 9,2
4759,ench,Luk + 10,2
4760,ench,Matk 1,2
4761,ench,Matk 2,2
4762,ench,Flee + 6,2
4763,ench,Flee + 12,2
4764,ench,Cri + 5,2
4765,ench,Cri + 7,2
4766,ench,Atk 2,2
4767,ench,Atk 3,2
4768,ench,Str + 1,2
4769,ench,Str + 2,2
4770,ench,Str + 3,2
4771,ench,Int + 1,2
4772,ench,Int + 2,2
4773,ench,Int + 3,2
4774,ench,Vit + 1,2
4775,ench,Vit + 2,2
4776,ench,Vit + 3,2
4777,ench,Agi + 1,2
4778,ench,Agi + 2,2
4779,ench,Agi + 3,2
4780,ench,Dex + 1,2
4781,ench,Dex + 2,2
4782,ench,Dex + 3,2
4783,ench,Luk + 1,2
4784,ench,Luk + 2,2
4785,ench,Luk + 3,2
4786,ench,Mdef + 2,2
4787,ench,Mdef + 4,2
4788,ench,Mdef + 6,2
4789,ench,Mdef + 8,2
4790,ench,Mdef + 10,2
4791,ench,Def + 3,2
4792,ench,Def + 6,2
4793,ench,Def + 9,2
4794,ench,Def + 12,2
4795,ench,HP + 100,2
4796,ench,HP + 200,2
4797,ench,HP + 300,2
4798,ench,HP + 400,2
4799,ench,HP + 500,2
4800,ench,SP + 50,2
4801,ench,SP + 100,2
4802,ench,SP + 150,2
4803,ench,治癒1,2
4804,ench,大聖堂1,2
4805,ench,大司教1,2
4806,ench,Matk 3,2
4807,ench,Aspd + 1,2
4808,ench,闘志4,2
4809,ench,闘志3,2
4810,ench,闘志2,2
4811,ench,闘志1,2
4812,ench,魔力4,2
4813,ench,魔力3,2
4814,ench,魔力2,2
4815,ench,魔力1,2
4816,ench,先鋭3,2
4817,ench,先鋭2,2
4818,ench,先鋭1,2
4819,ench,Atk1,2
4820,ench,闘志5,2
4821,ench,闘志6,2
4822,ench,闘志7,2
4823,ench,闘志8,2
4824,ench,闘志9,2
4825,ench,闘志10,2
4826,ench,魔力5,2
4827,ench,魔力6,2
4828,ench,魔力7,2
4829,ench,魔力8,2
4830,ench,魔力9,2
4832,ench,名弓1,2
4833,ench,名弓2,2
4834,ench,名弓3,2
4835,ench,名弓4,2
4843,ench,先鋭4,2
4844,ench,先鋭5,2
4850,ench,大司教2,2
4853,ench,Special Str,2
4854,ench,Special Agi,2
4855,ench,Special Vit,2
4856,ench,Special Int,2
4857,ench,Special Dex,2
4858,ench,Special Luk,2
4859,ench,Flee + 1,2
4860,ench,Flee + 3,2
4861,ench,MaxHP1,2
4862,ench,MaxHP2,2
4867,ench,MaxHP3,2
4868,ench,MaxHP4,2
4869,ench,攻撃速度1,2
4870,ench,SP + 25,2
4871,ench,SP + 75,2
4872,ench,攻撃速度2,2
4873,ench,攻撃速度3,2
4875,ench,熊の力,2
4876,ench,暴走した魔力,2
4877,ench,光速,2
4878,ench,鋼鎧,2
4879,ench,大鷲の眼光,2
4880,ench,幸運な日,2
4881,ench,攻撃速度4,2
4882,ench,Atk + 1%,2
4883,ench,Matk + 1%,2
4884,ench,Hit + 1,2
4890,ench,Mdef + 1,2
4891,ench,Mdef + 3,2
4892,ench,Mdef + 5,2
4893,ench,Def + 15,2
4894,ench,Atk + 4%,2
4895,ench,Atk + 5%,2
4896,ench,Matk + 2%,2
4897,ench,Matk + 3%,2
4898,ench,Matk + 4%,2
4899,ench,Matk + 5%,2
4900,ench,MaxHP5,2
4901,ench,Mdef + 7,2
4902,ench,Def + 18,2
4903,ench,Def + 21,2
4908,card,魔神の腕力1,1
4909,card,魔神の腕力2,1
4910,card,魔神の腕力3,1
4911,card,魔神の知力1,1
4912,card,魔神の知力2,1
4913,card,魔神の知力3,1
4914,card,魔神の迅速1,1
4915,card,魔神の迅速2,1
4916,card,魔神の迅速3,1
4917,card,魔神の体力1,1
4918,card,魔神の体力2,1
4919,card,魔神の体力3,1
4920,card,魔神の集中1,1
4921,card,魔神の集中2,1
4922,card,魔神の集中3,1
4923,card,魔神の幸運1,1
4924,card,魔神の幸運2,1
4925,card,魔神の幸運3,1
4933,ench,無属性耐性1,2
4934,ench,無属性耐性2,2
4935,ench,無属性耐性3,2
4942,ench,完全回避 + 3,2
4943,ench,完全回避 + 4,2
4944,ench,完全回避 + 5,2
4945,ench,消費SP - 2%,2
4946,ench,消費SP - 4%,2
4947,ench,消費SP - 6%,2
4949,ench,スキルディレイ - 4%,2
4950,ench,スキルディレイ - 6%,2
4951,ench,闇ドロップ,2
4952,ench,火ドロップ,2
4953,ench,水ドロップ,2
4954,ench,木ドロップ,2
4955,ench,光ドロップ,2
4956,ench,回復ドロップ,2
4957,ench,ファミ通の力,2
4958,ench,双児宮,2
4959,ench,人馬宮,2
4960,ench,宝瓶宮,2
4961,ench,白羊宮,2
4962,ench,巨蟹宮,2
4963,ench,金牛宮,2
4964,ench,磨羯宮,2
4965,ench,双魚宮,2
4966,ench,天蝎宮,2
4967,ench,獅子宮,2
4968,ench,処女宮,2
4969,ench,天秤宮,2
4970,ench,E-Fire,2
4971,ench,E-Water,2
4972,ench,E-Ground,2
4973,ench,E-Wind,2
4974,ench,R-Fire,2
4975,ench,R-Water,2
4976,ench,R-Ground,2
4977,ench,R-Wind,2
4978,ench,C-Life,2
4979,ench,C-Soul,2
4980,ench,C-HPR,2
4981,ench,C-SPR,2
4982,ench,A-Str,2
4983,ench,A-Int,2
4984,ench,A-Def,2
4985,ench,A-Avoid,2
4986,ench,A-Atk,2
4987,ench,A-Matk,2
4988,ench,A-MaxHP,2
4989,ench,A-MaxSP,2
4990,ench,A-Frozen,2
4991,ench,A-ASPD,2
27000,card,怪奇な装飾ツリーカード,1
27001,card,プレゼント包装担当者カード,0
27002,card,包装されたボックスカード,0
27003,card,工場警備員の魂カード,1
27004,card,プレゼントがない幽霊カード,1
27005,card,包装されなかった人形カード,0
27006,card,捨てられたクマ人形カード,1
27007,card,セリーヌ・キミカード,1
27008,card,魔眼のアムダライスカード,0
27009,card,殺戮の魔眼カード,1
27010,card,怨恨の白の騎士カード,1
27011,card,怨恨のカーリッツバーグカード,0
27021,card,[ECO] ブリキングRX1・アルマカード,1
27022,card,[ECO] サラマンダー・アルマカード,0
27023,card,[ECO] モーモー・アルマカード,0
27024,card,[ECO] ミニー・ドゥ・アルマカード,1
27026,card,フレイムコンドルカード,0
27027,card,フレイムサンドマンカード,0
27028,card,フレイムフリルドラカード,0
27029,card,フレイムゴーレムカード,1
27030,card,フレイムバグカード,0
27031,card,迷宮のバフォメットカード,1
27032,card,迷宮のドラキュラカード,1
27033,card,不滅の呪われた騎士カード,0
27034,card,不滅のウィンドゴーストカード,0
27035,card,S・J・アーネストウルフカード,1
27036,card,パワフルスケルトンカード,1
27037,card,パワフルAスケルトンカード,1
27038,card,パワフルSスケルトンカード,1
27039,card,パワフルアムダライスカード,0
27040,card,ビジョウカード,0
27041,card,不死の軍団カード,0
27042,card,ウォッチャーカード,0
27043,card,タフィーカード,0
27044,card,フローズンウルフカード,0
27045,card,ゾンビガードカード,0
27046,card,ヴァルゴ,0
27047,card,ヴァルゴの欠片,0
27048,card,レオ,0
27049,card,レオの欠片,0
27050,card,スカイプティット&ペノメナカード,0
27051,card,アヌビス&ベアドールカード,0
27052,card,オークウォリアー&ラフレシアカード,0
27053,card,アーノルディ&ビッグフットカード,0
27054,card,カーリッツバーグ&タラフロッグカード,0
